Probe	E14.5_R1	E14.5_R2	Neonatal_R1	Neonatal_R2	Adult_R1	Adult_R2	TAC_R1	TAC_R2
AC087801.1	0	0	0	0	0	0	0	0
Ugt1a10	44	80	276	88	152	128	149	182
Gm20528	20	21	47	17	12	10	10	12
Heatr7b1	12	13	11	4	6	1	4	1
Hjurp	1265	1298	648	559	330	318	476	478
Trpm8	27	24	15	15	0	1	0	1
4930453O03Rik	0	0	0	0	0	0	0	0
Spp2	0	1	0	0	0	0	0	0
Glrp1	1	3	0	1	8	13	19	12
Arl4c	573	577	326	332	109	89	236	198
Sh3bp4	1288	1543	1188	1355	355	359	473	448
Agap1	2631	3519	3817	3466	2137	1891	2036	2074
Gbx2	2	0	9	2	1	0	0	0
D130058E05Rik	0	1	0	0	0	0	1	0
Asb18	28	44	163	90	716	712	674	714
Iqca	11	8	2	1	0	0	2	0
Cxcr7	323	331	436	390	671	653	683	656
Cops8	875	885	529	501	345	400	449	388
Gm9991	4	2	1	0	0	0	0	0
Col6a3	1259	1401	2254	1603	459	337	1389	1280
Mlph	20	10	20	23	8	6	9	12
Prlh	0	0	0	0	0	0	0	0
Rab17	28	30	23	44	27	20	21	14
Lrrfip1	9126	9911	7378	8568	2392	2150	4011	3709
Rbm44	64	67	114	46	3	0	8	4
Ramp1	286	286	209	285	80	82	94	74
Ube2f	1441	1589	1514	1885	508	516	693	756
Scly	229	293	288	197	180	208	269	271
Gm17090	10	13	11	8	10	3	15	11
Espnl	42	50	66	38	3	9	11	5
Klhl30	530	562	409	474	304	275	380	302
Fam132b	20	26	27	19	4	2	1	2
Ilkap	1252	1218	839	945	674	707	762	743
Hes6	164	143	91	97	73	64	86	71
Per2	640	787	652	642	607	662	204	336
Traf3ip1	225	222	207	177	135	147	151	158
Asb1	318	298	217	286	243	276	353	323
Twist2	46	60	219	183	23	25	15	27
Ndufa10	2329	2430	2223	2726	3741	4140	4001	4028
Olfr1416	0	0	0	0	0	0	0	0
Olfr1415	0	0	0	0	0	0	0	0
Olfr1414	0	0	0	0	0	0	0	0
Olfr1413	0	0	0	0	0	0	0	0
Olfr1412	0	0	0	0	0	0	0	0
Olfr1411	0	0	0	0	0	0	0	0
Olfr1410	0	0	0	0	0	0	0	0
Olfr12	0	0	0	0	0	0	0	0
Myeov2	305	250	183	209	190	199	221	220
Otos	1	0	0	0	0	0	0	0
Gpc1	1018	1160	739	1010	1756	1905	2058	1878
Ankmy1	6	4	10	9	1	1	0	2
Dusp28	48	45	35	45	56	54	53	53
Rnpepl1	223	258	305	306	229	205	244	252
Capn10	154	182	137	116	69	55	79	69
Gpr35	11	10	29	12	15	3	10	23
Aqp12	0	0	0	0	0	0	0	0
Kif1a	439	492	258	227	22	13	71	59
Agxt	0	0	0	0	0	0	0	0
2310007B03Rik	19	17	0	3	0	0	0	0
E030010N08Rik	5	2	18	11	3	3	0	0
Sned1	420	482	1066	1051	643	567	395	441
Mterfd2	209	209	129	127	145	125	166	165
Pask	331	350	204	169	25	20	41	36
Ppp1r7	1129	1080	631	744	430	435	590	520
Ano7	5	8	10	4	0	0	1	1
Hdlbp	6348	6770	5224	6623	5884	6450	5320	5528
Gm17415	0	2	0	0	0	0	1	0
2-Sep	5228	5183	3025	3539	1537	1488	2465	2259
Farp2	681	967	1267	1249	684	659	731	784
Stk25	1150	1126	699	778	421	497	577	534
AC131316.1	0	0	0	0	0	0	0	0
Bok	122	142	75	68	17	4	27	26
Thap4	429	527	360	436	311	281	286	309
Atg4b	723	753	547	699	294	296	371	361
Dtymk	475	444	247	226	133	148	175	153
Ing5	823	783	352	374	221	243	260	243
D2hgdh	151	160	155	179	268	301	235	244
Gal3st2	0	0	5	3	4	2	5	5
Gm9994	27	30	17	30	37	36	35	33
Gm6086	4	3	42	25	176	158	115	117
Neu4	0	0	2	0	0	0	0	0
Pdcd1	4	8	0	3	1	0	2	0
Fam174a	228	237	303	331	375	358	470	441
St8sia4	361	489	1963	1816	495	315	603	621
AC158229.1	0	0	0	0	0	0	0	1
AC102463.1	0	1	0	2	0	0	0	0
AC102463.2	0	0	0	0	0	0	0	0
AC124172.1	0	1	0	0	0	0	0	0
Slco4c1	27	16	7	2	0	0	0	0
Slco6b1	0	1	0	0	0	0	2	0
Gm6430	14	14	1	7	1	0	2	0
Slco6c1	7	5	4	6	3	5	5	3
D1Ertd622e	464	493	340	416	89	58	96	125
Ppip5k2	3945	4326	4049	4873	4155	5903	2496	2670
Gin1	172	223	206	207	161	195	177	171
Pam	27005	28799	17491	27752	11131	9429	23232	18079
AC157923.1	0	0	0	0	0	0	0	0
Slco6d1	34	38	29	28	3	0	3	0
AC102227.1	0	0	0	0	0	0	0	0
Cntnap5b	18	21	18	21	24	19	30	22
AC111074.1	0	0	0	0	0	0	0	0
AC101970.1	0	0	0	0	0	0	0	0
Cdh20	318	403	190	440	163	122	351	129
n-R5s216	0	0	0	0	0	0	0	0
Gm15699	0	0	0	0	0	0	0	0
Rnf152	147	264	659	620	104	70	258	211
Pign	1157	1339	1253	1230	668	658	937	890
AC132082.1	0	0	0	0	0	0	0	0
2310035C23Rik	2129	2596	2210	2519	962	894	1299	1220
Tnfrsf11a	90	119	206	168	234	131	228	241
Zcchc2	1425	1671	1804	2094	472	524	553	612
Phlpp1	3041	4360	5105	5248	1559	1504	1828	1821
Bcl2	1190	1804	1864	1203	513	310	1048	899
D630008O14Rik	16	29	22	14	2	2	11	5
Kdsr	870	912	923	950	283	281	414	334
Vps4b	2421	2666	1813	1841	622	644	916	817
Serpinb5	5	5	3	5	0	0	1	1
Serpinb12	0	2	0	2	0	1	0	0
Serpinb13	0	0	0	0	1	0	0	0
Serpinb3a	0	0	0	0	0	0	0	0
Serpinb3d	0	0	0	0	0	0	0	0
Serpinb3b	1	0	1	1	1	0	6	0
Serpinb11	3	0	0	0	0	0	0	0
Gm15391	0	0	0	0	0	0	0	0
Serpinb7	0	1	0	0	2	0	5	2
Serpinb2	26	32	8	10	6	3	3	11
Serpinb8	263	241	131	236	114	114	121	126
Gm15389	4	4	5	2	0	0	0	0
AC110090.1	0	0	0	0	0	0	0	0
Cdh7	6	10	0	1	2	1	2	0
Cdh19	18	20	67	31	174	145	120	121
Dsel	414	474	340	282	111	100	243	231
Cntnap5a	15	25	29	27	3	2	21	2
AC122189.1	0	0	0	0	0	0	0	0
AC132379.1	0	0	0	0	0	0	0	0
Tsn	1127	1103	534	670	413	437	569	466
Mki67ip	1068	1013	551	530	193	226	348	290
Clasp1	6970	8296	8445	8593	6297	5960	7582	6516
2900060B14Rik	2	1	1	0	0	0	0	0
U4atac	33	36	16	15	22	17	20	21
Tfcp2l1	355	393	168	160	24	19	23	20
Gli2	262	274	400	214	187	109	233	245
Inhbb	118	121	169	162	15	21	21	37
Ralb	1182	1184	1071	1130	326	292	467	505
Epb4.1l5	1535	1956	1193	1659	258	313	354	268
Ptpn4	2565	3674	4067	5081	1474	1443	1969	1834
Tmem177	72	76	67	69	82	113	104	82
Gm101	3	4	11	10	0	0	1	1
Sctr	8	8	6	3	0	0	2	0
Tmem37	65	57	26	21	15	23	10	16
Dbi	1366	1237	1167	1571	849	881	937	939
3110009E18Rik	117	137	152	128	54	63	63	63
Steap3	187	200	367	287	475	435	411	400
C1ql2	1	2	0	0	0	0	0	0
Marco	1	0	5	3	1	1	8	0
En1	0	3	0	0	0	0	0	0
Insig2	316	328	436	473	423	424	568	505
Ccdc93	975	991	937	910	606	611	809	728
Gm15392	0	4	1	3	0	2	5	4
Htr5b	5	9	1	3	1	0	0	0
Ddx18	432	459	259	269	135	110	159	168
AC107678.1	0	0	0	0	0	0	0	0
Dpp10	28	50	17	18	12	9	27	13
Actr3	5793	6293	4958	5457	1815	1773	2356	2456
Slc35f5	1722	1762	2078	2401	1508	1825	2327	2326
Gpr39	218	355	354	331	60	26	195	163
Lypd1	29	30	32	22	7	8	13	13
Nckap5	3995	6302	4392	4981	3563	2897	3475	3866
Mgat5	1557	2202	3147	2334	1271	1090	1584	1609
Tmem163	394	507	115	442	120	18	74	56
Acmsd	10	20	13	10	3	2	3	4
Ccnt2	1935	2492	2194	2482	1007	1018	1198	1234
Ysk4	2	12	11	4	1	3	0	1
Rab3gap1	3140	3453	2665	3189	1414	1556	1763	1794
Zranb3	458	514	352	315	213	249	214	253
R3hdm1	1900	2784	3125	3472	1398	1444	1483	1589
Ubxn4	3249	3268	2249	2593	1167	1162	1654	1689
Lct	16	30	34	11	1	4	0	3
Mcm6	2268	2234	827	875	120	105	285	266
Dars	1620	1645	1137	1204	1368	1554	1709	1623
Cxcr4	160	149	154	169	59	53	78	87
Thsd7b	232	334	170	224	52	42	71	55
Gm16081	0	0	0	0	0	0	0	0
Daf2	8	10	20	28	3	0	3	3
Gm15674	15	24	32	30	22	9	12	21
Gm15675	37	48	61	88	44	30	55	54
Cd55	243	266	250	383	211	171	307	395
Gm16083	54	68	144	122	44	30	37	56
Zp3r	3	8	12	12	0	1	0	0
C4bp	8	7	39	18	2	0	0	3
Pfkfb2	652	694	595	670	2233	2570	2802	2410
Yod1	324	361	187	246	93	85	107	107
AA986860	35	50	38	36	10	11	10	18
Fcamr	3	6	1	5	4	0	5	2
Gm15848	0	1	0	1	1	0	1	1
Pigr	1	2	10	9	0	0	2	0
Faim3	0	3	1	0	4	1	4	4
Il24	17	19	1	4	0	0	0	0
Il20	1	3	2	1	0	0	0	0
Il19	9	20	12	13	0	0	0	0
Il10	18	25	24	23	9	3	12	20
Mapkapk2	3502	3924	2775	3067	2554	2835	3021	3207
Dyrk3	147	127	37	60	1	1	2	6
Eif2d	419	453	349	336	267	295	354	327
Rassf5	253	285	264	182	77	53	100	151
Ikbke	125	131	133	115	29	31	59	70
Srgap2	2445	3788	5155	4840	1639	1371	2037	2192
Fam72a	94	131	98	108	12	24	31	23
Avpr1b	0	2	1	2	0	0	0	0
AC120217.1	0	0	0	0	0	0	0	0
Ctse	71	65	26	19	2	2	4	6
5430435G22Rik	128	113	111	134	221	192	261	306
Slc26a9	15	19	23	20	3	2	4	4
Pm20d1	27	36	38	54	137	125	121	92
Slc41a1	445	434	446	494	595	626	640	587
Rab7l1	71	60	52	68	79	88	133	132
Nucks1	3544	3599	1873	1975	1060	988	1350	1218
Slc45a3	62	64	70	107	22	49	25	42
Elk4	2080	2284	2139	2286	1027	1021	1344	1258
Mfsd4	157	189	141	176	133	109	143	111
Cdk18	71	71	94	117	141	136	168	163
Lemd1	10	7	3	2	0	0	1	0
Gm10188	0	0	0	0	0	0	0	0
Klhdc8a	25	39	43	58	127	83	265	224
Nuak2	126	127	268	294	92	89	109	143
Tmcc2	543	569	324	369	260	272	326	272
Gm15849	0	0	4	0	0	0	0	0
Dstyk	804	955	897	897	575	523	679	644
Rbbp5	854	811	628	649	397	376	490	430
Tmem81	22	30	20	17	15	8	16	17
Cntn2	8	7	27	40	61	64	61	61
Nfasc	11	8	13	9	11	7	19	9
Lrrn2	127	164	62	97	59	35	59	68
Mdm4	1320	1478	1447	1559	802	816	923	964
Pik3c2b	951	1131	1082	945	665	632	818	834
Ppp1r15b	1310	1505	971	1125	318	305	407	406
Plekha6	438	476	501	486	1551	1502	1943	1631
Golt1a	2	3	6	3	0	0	0	0
Ren1	4	0	6	0	0	0	0	0
Etnk2	15	17	16	8	6	6	9	9
Sox13	199	243	476	383	208	165	290	296
Snrpe	1637	1306	556	643	250	279	315	306
Zc3h11a	4929	5513	3988	4818	1587	1547	1818	1918
Lax1	71	81	75	44	3	3	5	11
Gm17678	9	8	14	10	5	2	6	4
Atp2b4	1619	1772	1858	1537	434	402	607	695
Optc	11	5	6	4	2	4	4	2
Gm15851	1	3	12	5	20	15	40	48
Prelp	27	30	177	65	177	137	230	300
Fmod	190	219	212	138	55	30	163	156
Btg2	884	847	698	762	998	1100	732	1096
Gm8618	10	9	2	2	1	5	5	6
Chit1	9	10	16	6	1	0	0	1
Chi3l1	2	11	24	26	1	0	5	5
Mybph	15	12	6	3	5	4	2	2
Adora1	221	229	204	172	192	321	166	161
Myog	12	14	1	2	0	0	0	0
Ppfia4	774	802	258	303	49	30	83	70
Tmem183a	1659	1598	842	920	306	286	376	379
4933406M09Rik	0	0	0	1	0	0	0	0
Cyb5r1	513	489	396	307	197	165	269	237
Adipor1	1623	1645	1223	1426	931	995	1190	1046
Klhl12	529	590	378	356	419	431	462	436
Rabif	285	287	191	177	114	115	141	147
4931440L10Rik	1	6	9	2	0	0	0	0
Kdm5b	2463	2789	1960	2687	577	543	751	745
Syt2	8	14	12	15	2	1	2	2
Ppp1r12b	4432	5645	6477	7744	6593	6747	7162	6560
AC131591.1	0	0	0	0	0	0	0	0
Ube2t	118	121	69	79	37	47	66	85
Lgr6	44	46	54	48	639	654	753	585
Ptprv	2	1	0	1	0	0	0	0
Ptpn7	25	22	14	12	32	25	43	51
Arl8a	298	311	278	227	196	175	237	268
Gpr37l1	0	0	0	0	0	0	2	0
Gm4204	110	89	56	61	32	31	40	34
Elf3	15	24	9	3	0	0	1	1
Rnpep	269	230	244	174	242	218	281	322
Timm17a	904	865	606	590	787	859	926	802
Lmod1	33	30	37	32	45	34	31	47
Shisa4	94	94	46	46	35	35	112	76
Ipo9	2065	2096	1519	1407	559	528	755	732
Gm4793	9	6	10	9	1	3	11	10
Csrp1	1538	1555	996	828	272	248	354	364
Phlda3	135	122	93	77	25	30	80	79
Tnni1	8777	9057	3661	5130	1	5	10	2
Lad1	103	106	55	85	19	28	27	38
Tnnt2	60712	55869	46442	61368	72943	82597	78334	72722
Pkp1	57	71	16	15	4	2	6	5
Igfn1	0	1	6	1	0	0	0	0
Tmem9	305	298	128	127	63	61	70	65
Cacna1s	32	19	20	33	145	157	116	112
Gm15850	3	1	5	1	0	0	0	0
Kif21b	176	178	111	89	48	23	71	70
2310006M14Rik	3	14	8	1	0	0	0	0
5730559C18Rik	33	39	21	10	0	0	1	0
Gpr25	0	2	0	0	0	0	0	0
Camsap2	3146	3622	2731	3200	883	927	1273	1261
Ddx59	200	222	109	153	127	129	127	126
Kif14	639	675	286	229	10	9	75	59
Zfp281	893	911	570	733	253	243	286	299
AC125186.1	0	0	0	0	0	0	0	0
AC125186.2	0	0	0	0	0	0	0	0
Nr5a2	272	342	439	361	31	23	102	63
A130050O07Rik	24	44	37	52	1	4	8	5
Mir181a-1	0	0	0	0	0	0	0	0
Mir181b-1	0	0	0	0	0	0	0	0
Ptprc	233	295	435	321	838	575	1032	1186
Atp6v1g3	0	0	0	0	0	0	0	0
Nek7	1767	2380	2728	3134	1509	1616	1845	1622
Lhx9	12	12	13	12	2	0	2	2
2310009B15Rik	87	86	64	68	54	48	47	46
n-R5s217	0	0	0	0	0	0	0	0
Dennd1b	3408	5092	4261	5164	1649	1667	2105	1927
Crb1	28	32	54	42	32	40	22	13
Zbtb41	1493	1653	1122	1277	671	692	988	870
Aspm	2042	2239	1004	1240	47	41	233	192
F13b	9	15	24	12	0	0	0	0
Cfhr1	3	1	0	0	0	0	0	0
Cfhr3	0	0	0	0	0	0	0	1
Gm4788	2	4	5	4	6	5	11	8
Cfhr2	6	12	7	17	6	8	3	3
Cfh	795	805	1225	1756	3046	2823	2858	3486
Kcnt2	223	349	1083	810	939	928	1188	1342
AC109245.1	0	0	0	0	1	0	0	0
AC110527.1	0	0	0	0	0	0	0	0
AC109806.1	0	0	0	0	0	0	0	0
Cdc73	2195	3267	3198	3775	1548	1455	1808	1760
B3galt2	11	22	27	32	260	243	519	416
Glrx2	227	249	212	256	218	211	222	247
Trove2	1534	1626	788	1032	428	412	863	616
Uchl5	1038	1052	741	868	457	525	569	547
Rgs2	594	586	458	591	297	489	210	253
Rgs13	3	0	1	2	20	12	0	3
Rgs1	64	79	52	59	70	60	101	177
Rgs18	9	8	3	0	34	28	28	42
AC102320.1	0	0	0	0	0	0	0	0
Gm5263	0	0	0	0	0	0	0	0
Fam5c	40	63	62	48	29	25	36	32
A230059L01Rik	9	13	11	13	15	11	16	16
Gm15584	2	1	6	2	2	1	3	0
Gm9931	1	3	3	1	2	1	2	3
n-R5s218	0	0	0	0	0	0	0	0
Pla2g4a	235	261	307	267	260	246	484	455
n-R5s219	0	0	0	0	0	0	0	0
Ptgs2	628	581	762	481	106	98	111	175
Pdc	6	8	12	9	2	2	1	5
BC003331	858	855	540	651	617	644	801	753
Tpr	8725	9004	5246	6637	5185	5371	7013	6584
Prg4	7	13	68	16	37	21	56	45
Hmcn1	6985	9028	9994	8599	3278	3242	4653	3950
Gm20631	274	354	308	258	144	105	168	152
AC139129.1	0	0	0	0	0	0	0	0
Ivns1abp	6981	6415	4276	5947	11471	14545	14658	12680
1200016B10Rik	1086	1328	1683	2225	470	499	520	631
1190005F20Rik	371	384	434	484	439	520	458	547
Rnf2	2299	2383	1290	1999	409	441	477	537
Fam129a	189	231	881	863	744	551	933	974
Edem3	2276	2446	2277	2793	797	857	1180	1118
1700025G04Rik	2757	3743	3637	3549	1247	1194	2082	1730
Tsen15	315	322	234	234	138	141	176	202
Glt25d2	130	162	357	225	318	228	285	363
Rgl1	2363	2767	3270	3113	1262	1108	1468	1254
Apobec4	0	0	0	1	0	0	0	0
Arpc5	1048	1060	600	718	229	239	329	316
Ncf2	99	100	96	77	213	188	176	258
Smg7	3246	4156	3300	4039	1002	1079	1222	1316
Nmnat2	60	83	121	86	14	8	17	18
Lamc2	987	993	419	640	78	95	190	162
Lamc1	9240	10294	9959	10122	2872	2613	4112	4273
E330020D12Rik	2	3	8	4	3	4	3	10
1700012A16Rik	25	27	24	11	4	2	3	4
Dhx9	3721	4972	3151	3890	959	946	1310	1206
Npl	71	65	31	39	34	25	37	54
Rgs8	21	17	9	13	0	0	0	0
Rgs16	412	388	594	430	36	21	29	56
Rnasel	491	474	442	492	185	136	193	177
Rgsl1	1	2	8	1	6	5	7	8
5830403L16Rik	25	27	48	22	60	83	64	66
Gm5531	6	7	12	6	5	4	4	5
Teddm1	0	0	0	0	0	0	0	0
Glul	1060	980	1066	1196	2527	3552	2913	2587
Zfp648	0	0	0	0	0	0	0	0
n-R5s220	0	0	0	0	0	0	0	0
Cacna1e	54	82	94	72	16	22	22	15
Ier5	370	403	293	359	275	332	224	364
Mr1	144	136	137	143	164	187	276	244
Stx6	1496	1705	1343	1302	367	346	518	549
BC034090	316	316	355	300	306	302	360	355
Xpr1	3128	4496	3161	3886	965	947	1591	1331
AC116712.1	0	0	0	0	0	0	0	0
Gm5532	155	160	101	172	529	628	616	618
Acbd6	770	1090	945	887	375	349	403	485
Lhx4	8	5	17	7	0	0	0	2
Qsox1	1126	1243	865	952	303	297	687	547
Cep350	2805	3453	3569	4081	1973	1959	2350	2362
Tor1aip1	994	1228	1468	1575	1208	1251	1166	1217
Tor1aip2	1721	1898	1615	1848	705	666	958	908
Fam163a	40	51	21	13	0	1	4	0
Tdrd5	20	28	12	6	0	0	3	0
Nphs2	1	3	1	1	0	0	1	0
9430070O13Rik	57	71	92	50	5	7	15	11
Gm2000	62	64	39	42	35	28	37	37
Soat1	968	1032	812	669	131	113	206	230
AC114588.1	100	81	44	93	52	41	73	61
Abl2	2763	3372	2884	3627	680	667	892	903
Tor3a	185	217	620	768	125	97	221	214
Fam20b	1238	1279	834	973	884	935	1114	959
Ralgps2	3049	3565	1568	2598	490	481	473	428
Angptl1	61	88	45	39	51	34	38	34
1700057K13Rik	28	45	32	14	0	0	3	3
Rasal2	3873	5641	6853	7274	2275	2533	2694	2680
2810025M15Rik	312	302	231	199	104	105	137	114
BC026585	233	230	184	166	98	83	135	113
Gm15486	3	0	2	0	0	0	0	1
Sec16b	32	37	125	60	65	46	157	151
Fam5b	54	63	24	22	6	6	6	8
Astn1	45	65	40	50	43	25	60	49
Pappa2	111	130	96	81	10	7	17	14
Gm4953	30	32	31	34	41	54	39	44
Rfwd2	3111	4208	4147	4719	1740	1711	2185	2224
AC084287.1	0	0	0	0	0	0	0	0
Gm10530	1	5	12	2	6	2	26	19
Tnr	4	4	15	11	13	5	50	37
4930523C07Rik	1172	1415	1337	1498	351	398	553	547
4930562F07Rik	27	31	30	23	7	11	16	16
Tnn	14	13	18	19	2	0	1	4
Mrps14	515	496	308	354	452	415	538	523
Cacybp	1937	1718	1016	1447	697	790	883	864
Rabgap1l	7357	10427	9291	10553	3220	3332	3038	3124
SNORA26	0	0	0	0	0	0	0	0
Gm6177	3	2	1	1	0	1	1	0
Rc3h1	3583	4576	4017	5567	1507	1711	1614	1771
Serpinc1	122	177	208	176	10	11	8	23
Zbtb37	575	705	552	594	424	413	607	477
Gas5	6839	5715	2227	3268	847	885	1159	1362
Dars2	353	356	223	183	222	266	300	248
Cenpl	274	304	222	205	18	16	43	38
Klhl20	482	525	467	403	256	298	426	380
Ankrd45	86	101	51	61	35	26	59	61
4930469G21Rik	3	0	3	0	0	0	0	0
Prdx6	1223	1191	754	900	860	861	859	878
Tnfsf4	13	18	31	16	0	0	4	2
Tnfsf18	12	12	19	27	3	4	11	12
Fasl	6	11	23	14	1	1	8	7
AI848100	2958	3181	2234	2272	617	570	853	747
4930558K02Rik	14	24	17	8	11	5	23	17
Pigc	145	164	231	182	113	116	174	154
Dnm3	230	281	1199	837	395	361	620	696
Dnm3os	321	271	409	331	47	53	231	168
Gm10176	0	0	0	0	0	0	0	0
Mettl13	255	229	174	244	99	90	115	76
Vamp4	531	593	485	503	353	338	364	411
Gm5705	0	0	1	0	0	0	0	0
Myoc	1	2	10	1	66	41	31	27
7420461P10Rik	28	41	54	28	0	1	0	3
Prrc2c	6318	7413	5523	6039	1916	1851	2348	2313
Fmo4	3	7	8	8	0	0	6	2
Fmo1	79	89	404	345	410	342	360	348
Fmo2	92	80	61	103	583	570	143	229
AC117767.1	0	0	3	0	1	0	0	0
Fmo3	0	0	0	1	3	1	0	0
4921528O07Rik	0	0	5	2	1	0	0	0
Prrx1	345	366	888	814	1013	920	1349	1152
Gm20471	1	0	5	5	13	16	12	6
Gorab	278	308	201	203	76	66	118	100
Mettl11b	3	3	0	0	30	15	17	13
Kifap3	985	1113	858	862	638	729	889	815
Scyl3	483	465	463	453	199	191	245	267
BC055324	630	721	370	312	46	34	76	55
2810422O20Rik	58	53	45	36	30	40	49	36
Sele	356	322	912	889	21	10	33	25
Sell	41	30	26	13	6	3	18	18
Selp	70	74	738	1260	12	5	25	23
Gm16587	0	0	4	9	0	0	0	0
Gm16548	0	0	12	22	0	0	0	0
F5	25	25	33	28	24	17	19	15
Slc19a2	360	391	336	349	139	150	199	164
4930455F23Rik	245	247	116	143	185	197	252	244
Blzf1	666	632	522	522	351	357	451	406
Nme7	186	215	129	114	70	61	83	85
Atp1b1	3554	3887	1990	2620	1548	1400	2373	1953
Dpt	251	242	901	596	489	434	605	635
Xcl1	0	0	0	0	2	0	4	1
AC133891.1	0	0	0	0	0	0	0	0
Tbx19	3	0	8	1	0	0	0	0
Sft2d2	645	653	413	488	377	418	457	433
Tiprl	1483	1379	951	1176	519	535	619	615
Gpr161	178	189	121	78	15	20	46	33
Dcaf6	2166	2728	2875	3930	1809	1868	2131	2075
Brp44	820	740	1076	1333	2135	2405	2004	2104
Adcy10	42	69	227	117	24	25	14	31
Mpzl1	837	1043	1216	1179	104	82	190	179
Rcsd1	1116	1228	1635	1336	1491	1359	1391	1604
Creg1	352	331	287	334	573	591	506	509
Gm16565	103	162	133	179	79	52	86	75
AC090495.1	1	3	2	2	1	1	0	1
Pou2f1	3021	4314	2984	3879	1041	994	1225	1195
Dusp27	1527	1604	1223	1535	723	803	1107	1134
Gpa33	2	1	4	2	0	0	0	0
Mael	2	4	0	0	0	0	1	0
Ildr2	414	543	188	292	102	64	90	78
5330438I03Rik	0	0	0	0	0	0	0	0
Tada1	417	438	303	351	120	102	136	148
Gm15853	0	0	2	0	0	0	0	0
Pogk	997	1056	751	879	277	295	377	361
Gm4846	1	0	0	0	0	0	0	0
AC140979.1	0	0	0	0	0	0	0	0
Gm4847	0	0	0	0	0	0	1	0
Fmo9	0	0	0	0	0	0	2	0
Fam78b	222	342	1594	767	248	175	200	316
Tmco1	1018	819	650	805	982	1000	1236	1065
mmu-mir-2134-1	0	0	0	0	0	0	0	0
AC113970.1	1	2	0	0	0	0	0	0
Aldh9a1	209	222	254	262	248	240	218	227
Mgst3	551	465	396	575	1405	1643	1418	1387
Lrrc52	1	2	2	4	47	50	25	18
Rxrg	14	3	59	55	478	588	488	464
Lmx1a	2	5	10	9	2	0	2	1
Gm20711	6	4	2	1	3	0	0	0
Pbx1	3778	5398	5676	5167	3519	2707	3768	3377
Gm5265	0	0	1	1	0	0	0	0
Nuf2	902	933	326	401	17	12	98	82
Rgs5	622	655	1963	1591	1403	1142	2071	2090
Rgs4	131	111	305	247	129	106	212	230
AC115766.1	0	0	0	0	0	0	0	0
1700084C01Rik	1	2	0	0	0	0	0	1
Gm15852	0	1	0	1	0	0	0	0
Hsd17b7	397	412	183	168	257	230	441	331
Ddr2	935	1349	2028	1372	685	495	882	904
Uap1	1083	1145	1418	1288	739	823	774	898
Uhmk1	1136	1185	894	1011	564	596	834	720
4930500M09Rik	0	0	0	0	0	0	0	0
Sh2d1b2	2	3	3	0	0	0	0	0
Sh2d1b1	2	4	3	0	2	0	8	12
Gm7694	742	1163	1199	1013	915	854	852	1012
1700015E13Rik	0	0	0	0	2	0	0	0
Olfml2b	773	718	650	655	142	91	290	334
Atf6	2317	3043	3413	3905	2596	2780	2925	2764
Gm9929	32	38	48	42	19	26	26	11
Dusp12	173	163	97	119	100	100	131	103
Fcrlb	1	0	2	0	0	0	0	0
Fcrla	32	33	32	29	26	39	32	34
Fcgr2b	6	8	16	10	214	199	230	310
Fcgr4	13	16	25	17	22	16	48	39
Fcgr3	38	41	42	23	180	217	196	266
1700009P17Rik	11	11	13	6	14	13	13	22
Sdhc	1394	1155	959	1157	1225	1399	1163	1206
Mpz	9	6	7	104	0	0	0	0
Pcp4l1	256	271	422	525	859	912	630	714
Nr1i3	30	16	11	16	26	19	30	20
Tomm40l	513	478	365	426	493	555	596	519
Apoa2	0	0	3	0	7	4	5	7
Fcer1g	13	21	35	20	79	56	81	96
Ndufs2	5022	4378	3720	5273	7543	8954	7556	7565
Adamts4	90	88	442	386	1	0	36	36
B4galt3	268	272	116	181	66	77	76	116
Ppox	120	126	100	100	98	93	102	104
Usp21	125	146	115	99	89	85	106	89
Ufc1	441	384	263	337	316	310	370	343
Rpl27-ps1	1	2	1	0	1	0	0	0
Dedd	314	358	255	343	172	188	178	211
Nit1	296	305	168	196	275	300	348	343
Pfdn2	553	578	379	409	207	189	236	244
Klhdc9	7	3	3	2	2	3	2	0
Pvrl4	13	11	12	9	11	10	17	22
Arhgap30	56	71	50	40	199	150	208	258
Usf1	398	406	259	348	204	173	246	214
F11r	620	648	598	857	299	260	356	332
B930036N10Rik	14	21	12	7	10	6	4	6
Alyref2	60	60	39	40	26	20	35	34
Gm9765	1	0	2	1	0	0	0	0
Itln1	1	1	1	3	0	0	0	0
Cd244	2	4	8	4	8	8	16	16
Ly9	3	9	5	5	24	19	36	28
Slamf7	0	0	16	12	31	22	39	46
Cd48	17	18	37	31	113	81	94	131
Slamf1	17	23	36	26	18	15	12	9
Cd84	48	51	87	61	200	148	277	289
Gm10521	1	0	2	0	2	3	11	6
Slamf6	15	18	12	15	4	4	9	4
Vangl2	284	281	160	165	31	23	48	46
Nhlh1	0	0	1	0	0	0	0	0
Ncstn	780	765	545	559	404	363	513	475
Copa	4829	4785	3275	3619	1812	2018	2477	2273
Pex19	735	707	578	692	669	676	794	718
Dcaf8	2584	2715	2152	2718	2265	2268	2463	2245
Pea15a	892	925	676	618	269	257	438	476
Casq1	1236	1101	365	296	134	92	237	233
Gm17224	13	12	6	8	1	3	4	5
Atp1a4	10	15	39	17	0	0	1	0
Igsf8	196	194	118	134	886	716	942	786
